year,stno,month,PSmean,PSmin,PSmax,TXmean,TXmin,TXmax,RHmean,RHmin,RHmax,WD01mean,WD01min,WD01max,WD02mean,PPmsum,PPmax
2017,C0AH70,4,1010.66,1005.5,1014.2,20.6,15.5,28.3,63.2,31,88,1.52,0.2,3.5,94.8,0.0,0.0
2017,C0AH70,5,1007.50740740741,999.3,1014.2,25.4925925925926,19.9,33.5,72.8148148148148,42,91,1.81851851851852,0.2,4.2,122.259259259259,55.5,18.0
2017,C0AH70,6,1004.50740740741,996.0,1008.7,27.9444444444444,21.8,35.0,75.4074074074074,46,95,1.28518518518519,0.0,5.2,171.666666666667,0.0,
2017,C0AH70,7,1004.51935483871,976.7,1010.6,30.2548387096774,24.3,36.4,65.258064516129,40,91,1.13225806451613,0.0,10.7,117.870967741935,0.0,
2017,C0AH70,8,1003.54516129032,995.5,1010.3,30.7967741935484,25.8,37.0,65.1290322580645,41,90,1.66451612903226,0.0,4.8,121.709677419355,77.5,22.0
2017,C0AH70,9,1006.24666666667,1000.4,1012.8,29.17,23.4,37.1,69.0666666666667,38,94,1.51333333333333,0.0,4.6,146.566666666667,231.5,28.5
2017,C0AH70,10,1010.37741935484,1000.3,1022.4,25.2741935483871,18.6,35.7,73.3870967741936,41,92,1.92903225806452,0.0,5.4,76.1290322580645,457.5,15.0
2017,C0AH70,11,1013.89,1005.3,1022.7,22.1833333333333,16.4,31.3,78.4666666666667,50,92,2.04333333333333,0.0,4.3,59.4666666666667,115.5,10.0
2017,C0AH70,12,1018.05161290323,1010.4,1027.5,17.641935483871,12.5,25.5,71.5483870967742,43,89,2.15,0.0,5.3,65.8928571428571,67.0,2.0
2018,C0AH70,1,1016.1935483871,1008.7,1028.1,16.5935483870968,9.5,25.4,74.1290322580645,35,91,2.10322580645161,0.0,4.8,62.9677419354839,251.0,12.5
2018,C0AH70,2,1017.26785714286,1009.8,1025.9,15.55,7.8,30.0,74.3214285714286,29,91,1.58214285714286,0.0,5.3,66.3571428571429,149.0,8.0
2018,C0AH70,3,1013.54838709677,1006.2,1022.2,20.3451612903226,11.9,29.0,65.5161290322581,29,91,1.67741935483871,0.0,4.8,87.4838709677419,31.5,3.5
2018,C0AH70,4,1011.37333333333,1004.0,1023.4,23.2733333333333,13.9,32.7,64.6,30,87,1.47333333333333,0.0,4.6,85.1666666666667,51.0,5.0
2018,C0AH70,5,1007.96451612903,1002.3,1016.3,27.6870967741935,20.4,35.6,66.258064516129,38,86,1.46774193548387,0.0,4.3,119.870967741935,55.5,19.5
2018,C0AH70,6,1002.93333333333,994.5,1010.6,28.24,22.1,35.6,70.1333333333333,32,89,1.66666666666667,0.0,4.8,104.466666666667,63.0,10.5
2018,C0AH70,7,1001.3064516129,985.0,1006.0,30.158064516129,25.4,35.7,63.9354838709677,39,89,1.81935483870968,0.0,7.3,175.838709677419,176.0,24.0
2018,C0AH70,8,999.674193548387,991.4,1010.0,29.4612903225806,24.9,36.0,69.1935483870968,42,88,1.31612903225806,0.0,4.9,150.967741935484,188.0,18.5
2018,C0AH70,9,1006.22333333333,999.0,1012.2,28.1733333333333,21.3,36.1,68.3666666666667,41,91,1.49333333333333,0.0,4.9,142.866666666667,326.5,88.5
2018,C0AH70,10,1013.08064516129,1005.1,1019.2,23.1870967741935,17.6,29.5,69.4838709677419,27,88,1.88709677419355,0.0,5.0,93.1290322580645,116.5,14.0
2018,C0AH70,11,1014.94666666667,1009.4,1021.3,22.52,16.8,30.8,73.1666666666667,38,89,1.95666666666667,0.0,4.0,87.1333333333333,70.0,3.5
2018,C0AH70,12,1017.72903225806,1008.9,1028.3,19.2903225806452,12.4,30.5,73.8064516129032,27,89,1.9741935483871,0.0,4.3,83.0645161290323,60.5,4.0
2019,C0AH70,1,1018.93225806452,1013.1,1026.5,18.3774193548387,13.0,28.8,71.5806451612903,37,89,2.0,0.0,4.6,107.806451612903,52.5,3.0
2019,C0AH70,2,1016.4,1008.8,1024.2,18.5285714285714,13.6,29.9,76.5714285714286,27,87,1.97857142857143,0.0,4.9,88.4285714285714,68.0,5.0
2019,C0AH70,3,1013.34193548387,1004.3,1021.1,19.6838709677419,12.3,31.1,71.1612903225806,33,88,1.78387096774194,0.0,5.0,111.064516129032,184.5,10.5
2019,C0AH70,4,1009.57666666667,1002.0,1020.9,23.9933333333333,15.3,34.5,71.0,38,89,1.54,0.0,4.6,131.266666666667,140.5,20.0
2019,C0AH70,5,1007.38064516129,1000.0,1014.1,24.8193548387097,18.0,33.5,69.4838709677419,34,89,1.74516129032258,0.0,4.3,82.1935483870968,339.5,67.5
2019,C0AH70,6,1003.18333333333,996.4,1008.7,28.51,22.4,35.6,68.8,40,89,1.31,0.0,4.6,126.833333333333,368.5,17.0
2019,C0AH70,7,1002.13548387097,992.0,1007.1,30.3096774193548,25.1,36.6,64.6774193548387,40,89,1.29032258064516,0.0,4.6,96.8387096774194,356.5,79.0
2019,C0AH70,8,1000.00967741935,981.8,1008.7,30.3387096774194,25.1,37.2,64.1935483870968,41,88,1.83225806451613,0.0,6.1,119.838709677419,231.0,35.0
2019,C0AH70,9,1006.50333333333,993.3,1016.5,27.2033333333333,19.9,35.0,68.7666666666667,41,89,1.61,0.0,5.4,99.6,459.0,24.5
2019,C0AH70,10,1012.45806451613,995.3,1020.2,25.0290322580645,20.7,33.1,64.741935483871,40,86,1.90645161290323,0.0,5.4,84.4838709677419,25.0,5.5
2019,C0AH70,11,1014.81,1007.2,1022.8,21.72,15.9,28.5,67.0,39,88,2.14666666666667,0.0,4.5,71.8333333333333,26.0,2.0
2019,C0AH70,12,1017.86774193548,1010.4,1028.1,18.9677419354839,13.4,28.0,68.3870967741936,33,87,1.88064516129032,0.0,4.4,94.9032258064516,120.0,5.0
2020,C0AH70,1,1016.92580645161,1007.0,1026.6,17.8612903225806,8.7,27.6,67.0967741935484,35,86,1.69677419354839,0.0,5.2,83.3870967741936,36.5,5.0
2020,C0AH70,2,1018.82068965517,1009.2,1027.7,18.5689655172414,10.4,28.6,65.6896551724138,35,86,1.64827586206897,0.0,4.3,66.1379310344828,29.0,6.0
2020,C0AH70,3,1013.2064516129,1002.5,1021.0,20.5645161290323,14.0,32.1,68.2903225806452,26,87,1.69032258064516,0.0,4.6,74.741935483871,220.0,18.5
2020,C0AH70,4,1013.93,1006.6,1019.4,20.6666666666667,11.5,30.8,65.8333333333333,30,85,1.76,0.0,4.7,88.2666666666667,80.5,5.0
2020,C0AH70,5,1006.1,999.1,1012.5,26.7258064516129,22.0,34.8,70.3225806451613,37,88,1.42258064516129,0.0,4.3,82.5806451612903,391.5,22.5
2020,C0AH70,6,1004.71333333333,999.4,1010.3,30.3833333333333,25.2,36.5,62.0666666666667,35,85,1.35333333333333,0.0,5.2,139.2,106.0,7.0
2020,C0AH70,7,1004.64516129032,999.0,1009.3,30.7032258064516,25.0,37.3,61.6451612903226,36,87,1.22258064516129,0.0,4.4,115.58064516129,199.0,33.5
2020,C0AH70,8,1003.99677419355,996.3,1012.5,30.0870967741935,25.6,37.7,62.9032258064516,36,87,1.53548387096774,0.0,5.3,115.41935483871,346.0,40.5
2020,C0AH70,9,1006.91666666667,998.2,1011.3,27.55,20.6,36.0,66.2333333333333,27,86,1.35666666666667,0.0,4.0,107.3,143.0,25.5
2020,C0AH70,10,1011.89032258065,1003.8,1019.0,24.3064516129032,19.4,33.4,68.9677419354839,40,86,2.34516129032258,0.0,4.6,77.4193548387097,43.5,4.0
2020,C0AH70,11,1015.65,1007.1,1022.7,23.0666666666667,17.9,31.7,68.5666666666667,43,86,2.42,0.0,6.2,77.1666666666667,40.5,5.5
2021,C0AH70,1,1017.8935483871,1006.6,1024.9,16.1806451612903,7.5,29.0,64.1612903225806,22,86,1.87741935483871,0.0,4.6,85.4516129032258,41.5,2.0
2021,C0AH70,2,1014.7,1005.4,1026.4,19.3035714285714,12.6,27.8,63.0,26,85,1.77142857142857,0.0,4.9,76.9642857142857,56.5,6.5
2021,C0AH70,3,1013.6,1002.3,1023.7,20.3935483870968,12.3,29.7,69.2258064516129,35,84,1.7,0.0,4.5,110.41935483871,74.0,7.5
2021,C0AH70,4,1011.57666666667,1002.2,1019.2,22.3333333333333,16.2,31.0,65.6666666666667,30,85,2.10666666666667,0.0,5.5,80.7666666666667,59.5,18.5
2021,C0AH70,5,1006.85483870968,1000.3,1014.8,28.1838709677419,20.0,37.7,65.9354838709677,33,86,1.40322580645161,0.0,5.1,118.451612903226,165.5,19.5
2021,C0AH70,6,1003.11666666667,996.4,1009.3,29.4166666666667,21.9,36.6,64.0,38,89,1.56,0.0,5.8,137.566666666667,382.5,98.0
2021,C0AH70,7,1001.65161290323,988.3,1010.4,30.4451612903226,24.8,37.9,61.5483870967742,35,86,1.50322580645161,0.0,5.0,96.7096774193548,235.5,33.5
2021,C0AH70,8,1004.01612903226,992.1,1010.9,29.2387096774194,24.2,35.0,66.9032258064516,40,87,1.16774193548387,0.0,4.0,71.1935483870968,370.0,73.5
