Date,Temp,consumption,Month
202710,25.06306364,17782710,10
202711,21.89278182,19312508,11
202712,18.13080909,21127821,12
202801,17.51931818,21422892,1
202802,18.03150909,21175738,2
202803,18.82569091,20792511,3
202804,22.4876,19025482,4
202805,23.2813,18642488,5
202806,27.91685455,16405633,6
202807,29.27270909,15751375,7
202808,28.7165,16019770,8
202809,27.90455455,16411568,9
202810,26.23772727,17215884,10
202811,23.15434545,18703749,11
202812,19.07460909,20672397,12
202901,18.96458182,20725490,1
202902,17.41367273,21473871,2
202903,20.46975455,19999180,3
202904,22.94354545,18805469,4
202905,25.61131818,17518154,5
202906,28.07024545,16331615,6
202907,30.08080909,15361432,7
202908,31.20911818,14816974,8
202909,28.24012727,16249640,9
202910,25.92236364,17368061,10
202911,23.86941818,18358696,11
202912,17.02024545,21663716,12
203001,17.14629091,21602894,1
203002,17.21457273,21569945,2
203003,16.20659091,22056340,3
203004,22.93062727,18811703,4
203005,23.70247273,18439254,5
203006,27.77625455,16473479,6
203007,29.32287273,15727169,7
203008,30.30523636,15253136,8
203009,28.71096364,16022441,9
203010,24.93114545,17846366,10
203011,21.50560909,19499335,11
203012,18.59310909,20904742,12
203101,16.91135455,21716261,1
203102,16.53849091,21896184,2
203103,17.89171818,21243193,3
203104,21.68457273,19412978,4
203105,24.93320909,17845371,5
203106,27.49754545,16607968,6
203107,30.66751818,15078320,7
203108,32.32830909,14276916,8
203109,29.87388182,15461283,9
203110,26.50345455,17087660,10
203111,21.49415455,19504862,11
203112,18.58266364,20909782,12
203201,18.21596364,21086731,1
203202,16.6247,21854584,2
203203,19.51513636,20459824,3
203204,21.9946,19263376,4
203205,28.5352,16107255,5
203206,30.52859091,15145358,6
203207,32.24883636,14315265,7
203208,31.39991818,14724905,8
203209,29.55800909,15613705,9
203210,25.57676364,17534828,10
203211,23.24471818,18660140,11
203212,20.13941818,20158581,12
203301,16.29010909,22016038,1
203302,14.60484545,22829251,2
203303,17.99193636,21194834,3
203304,23.56926364,18503533,4
203305,27.49893636,16607297,5
203306,29.37291818,15703020,6
203307,29.76065455,15515920,7
203308,28.65551818,16049196,8
203309,28.20191818,16268078,9
203310,25.24679091,17694054,10
203311,21.64126364,19433876,11
203312,19.65061818,20394448,12
203401,16.7967,21771587,1
203402,17.49868182,21432850,2
203403,21.40418182,19548278,3
203404,23.93790909,18325646,4
203405,24.91024545,17856452,5
203406,28.31823636,16211949,6
203407,30.36436364,15224605,7
203408,29.79957273,15497141,8
203409,28.62558182,16063642,9
203410,25.30289091,17666983,10
203411,22.9342,18809979,11
203412,19.87012727,20288526,12
203501,17.84021818,21268044,1
203502,15.285,22501047,2
203503,18.65666364,20874074,3
203504,22.72960909,18908702,4
203505,26.76092727,16963418,5
203506,28.9573,15903573,6
203507,30.91315455,14959789,7
203508,30.66500909,15079530,8
203509,28.83558182,15962308,9
203510,24.87438182,17873757,10
203511,24.68506364,17965111,11
203512,18.94985455,20732597,12
203601,14.92181818,22676298,1
203602,16.12049091,22097887,2
203603,21.953,19283450,3
203604,24.18685455,18205519,4
203605,27.94821818,16390499,5
203606,31.31973636,14763596,6
203607,31.50555455,14673931,7
203608,30.09488182,15354641,8
203609,29.06366364,15852248,9
203610,25.35139091,17643580,10
203611,21.52774545,19488653,11
203612,19.38775455,20521291,12
203701,16.43880909,21944284,1
203702,17.27179091,21542335,2
203703,20.128,20164091,3
203704,21.18322727,19654898,4
203705,28.05265455,16340104,5
203706,30.32372727,15244213,6
203707,30.97612727,14929402,7
203708,30.6,15110900,8
203709,29.73395455,15528804,9
203710,24.784,17917370,10
203711,19.93432727,20257546,11
203712,19.30476364,20561338,12
203801,16.4059,21960164,1
203802,16.93177273,21706408,2
203803,18.3234,21034888,3
203804,23.20413636,18679723,4
203805,25.29290909,17671800,5
203806,29.59064545,15597957,6
203807,30.32151818,15245279,7
203808,29.74529091,15523334,8
203809,28.28237273,16229255,9
203810,25.98141818,17339565,10
203811,23.03181818,18762874,11
203812,19.16357273,20629469,12
203901,17.07075455,21639343,1
203902,19.41906364,20506183,2
203903,23.13188182,18714589,3
203904,22.53871818,19000816,4
203905,25.27272727,17681538,5
203906,29.60300909,15591991,6
203907,30.82201818,15003767,7
203908,30.59751818,15112098,8
203909,29.88750909,15454708,9
203910,25.28445455,17675880,10
203911,21.836,19339907,11
203912,19.42995455,20500928,12
204001,18.59451818,20904062,1
204002,17.39773636,21481561,2
204003,20.56434545,19953535,3
204004,23.04112727,18758382,4
204005,26.76623636,16960856,5
204006,29.30028182,15738070,6
204007,30.96638182,14934105,7
204008,31.12560909,14857271,8
204009,29.57014545,15607849,9
204010,26.33407273,17169394,10
204011,22.06314545,19230300,11
204012,18.25116364,21069745,12
204101,14.35938182,22947698,1
204102,16.98377273,21681316,2
204103,20.03041818,20211178,3
204104,23.10344545,18728310,4
204105,27.14422727,16778459,5
204106,29.28467273,15745602,6
204107,30.54080909,15139462,7
204108,31.35861818,14744834,8
204109,28.71667273,16019686,9
204110,25.79734545,17428388,10
204111,21.9467,19286490,11
204112,18.20560909,21091727,12
204201,16.30478182,22008958,1
204202,14.89875455,22687427,2
204203,16.93080909,21706873,3
204204,21.67191818,19419084,4
204205,26.62448182,17029259,5
204206,29.02862727,15869155,6
204207,30.73293636,15046752,7
204208,29.71752727,15536731,8
204209,28.94446364,15909768,9
204210,25.40165455,17619325,10
204211,23.15784545,18702060,11
204212,17.96759091,21206581,12
204301,16.53761818,21896605,1
204302,16.59723636,21867836,2
204303,19.35848182,20535417,3
204304,22.77876364,18884983,4
204305,25.01079091,17807934,5
204306,29.03645455,15865378,6
204307,30.57745455,15121779,7
204308,31.34486364,14751471,8
204309,30.25826364,15275802,9
204310,26.40505455,17135142,10
204311,21.08467273,19702455,11
204312,19.04414545,20687097,12
204401,15.53407273,22380859,1
204402,17.83084545,21272567,2
204403,18.29456364,21048803,3
204404,23.54423636,18515610,4
204405,26.71799091,16984137,5
204406,30.29088182,15260063,6
204407,32.25483636,14312370,7
204408,32.55513636,14167463,8
204409,30.27221818,15269069,9
204410,25.52802727,17558345,10
204411,22.79713636,18876118,11
204412,18.56139091,20920047,12
204501,16.46273636,21932738,1
204502,17.58379091,21391781,2
204503,20.04029091,20206414,3
204504,26.19002727,17238902,4
204505,27.73906364,16491425,5
204506,30.64909091,15087212,6
204507,31.46341818,14694264,7
204508,31.56881818,14643404,8
204509,30.21216364,15298048,9
204510,24.99200909,17816997,10
204511,24.13011818,18232897,11
204512,22.34016364,19096627,12
204601,18.89191818,20760554,1
204602,20.45981818,20003974,2
204603,22.29709091,19117411,3
204604,23.67793636,18451094,4
204605,27.01938182,16838702,5
204606,30.00627273,15397399,6
204607,31.36199091,14743207,7
204608,31.12877273,14855744,8
204609,30.25769091,15276079,9
204610,26.77815455,16955105,10
204611,23.63721818,18470742,11
204612,19.42512727,20503257,12
204701,16.80284545,21768621,1
204702,15.67897273,22310938,2
204703,18.66124545,20871863,3
204704,24.7052,17955395,4
204705,27.7156,16502747,5
204706,29.46285455,15659622,6
204707,30.01307273,15394118,7
204708,30.3782,15217928,8
204709,30.69584545,15064650,9
204710,26.88744545,16902367,10
204711,22.10664545,19209309,11
204712,19.76717273,20338206,12
204801,16.35441818,21985007,1
204802,16.82142727,21759655,2
204803,19.67252727,20383876,3
204804,25.37352727,17632898,4
204805,27.23777273,16733319,5
204806,28.91992727,15921607,6
204807,31.66713636,14595961,7
204808,31.38861818,14730358,8
204809,29.66205455,15563499,9
204810,27.69185455,16514205,10
204811,21.92504545,19296939,11
204812,19.18661818,20618348,12
204901,18.46639091,20965889,1
204902,17.91977273,21229656,2
204903,22.67896364,18933141,3
204904,23.68075455,18449734,4
204905,27.80379091,16460191,5
204906,31.89466364,14486169,6
204907,32.35810909,14262537,7
204908,31.32554545,14760793,8
204909,30.07205455,15365656,9
204910,26.02996364,17316139,10
204911,23.28087273,18642694,11
204912,19.99740909,20227107,12
205001,18.78543636,20811936,1
205002,16.14587273,22085639,2
205003,20.1039,20175720,3
205004,23.24510909,18659952,4
205005,24.94281818,17840734,5
205006,29.07724545,15845695,6
205007,30.17410909,15316411,7
205008,30.83354545,14998204,8
205009,29.5717,15607099,9
205010,26.0741,17294842,10
205011,22.41818182,19058980,11
205012,19.97477273,20238030,12
205101,18.9496,20732720,1
205102,16.83705455,21752114,2
205103,19.25188182,20586856,3
205104,23.52056364,18527033,4
205105,27.78239091,16470518,5
205106,29.58063636,15602787,6
205107,30.51439091,15152210,7
205108,30.16513636,15320740,8
205109,29.78521818,15504067,9
205110,27.71010909,16505397,10
205111,25.36062727,17639123,11
205112,20.3698,20047412,12
205201,17.93600909,21221821,1
205202,17.81007273,21282591,2
205203,18.54721818,20926886,3
205204,25.04262727,17792572,4
205205,29.23945455,15767422,5
205206,30.53723636,15141186,6
205207,31.70967273,14575435,7
205208,31.99802727,14436292,8
205209,30.90179091,14965273,9
205210,26.10991818,17277558,10
205211,21.30077273,19598178,11
205212,19.87062727,20288284,12
205301,17.5163,21424349,1
205302,19.46264545,20485153,2
205303,20.14189091,20157388,3
205304,23.35997273,18604525,4
205305,27.52432727,16595045,5
205306,30.05692727,15372956,6
205307,31.64432727,14606967,7
205308,32.51982727,14184501,8
205309,31.43419091,14708367,9
205310,27.79296364,16465416,10
205311,23.80846364,18388109,11
205312,21.43538182,19533223,12
205401,15.80508182,22250085,1
205402,18.14801818,21119517,2
205403,19.07458182,20672410,3
205404,23.10307273,18728490,4
205405,27.00026364,16847928,5
205406,30.36042727,15226504,6
205407,31.72909091,14566065,7
205408,31.99013636,14440099,8
205409,30.17391818,15316503,9
205410,26.22373636,17222636,10
205411,21.70619091,19402546,11
205412,20.38228182,20041389,12
205501,18.13673636,21124961,1
205502,16.43560909,21945828,2
205503,19.76133636,20341022,3
205504,23.91318182,18337578,4
205505,28.29907273,16221196,5
205506,29.82897273,15482954,6
205507,30.97266364,14931074,7
205508,30.23729091,15285923,8
205509,29.66493636,15562108,9
205510,26.92164545,16885864,10
205511,22.26635455,19132243,11
205512,18.5637,20918933,12
205601,19.52056364,20457205,1
205602,19.16130909,20630561,2
205603,22.07524545,19224461,3
205604,22.97344545,18791041,4
205605,26.93785455,16878043,5
205606,30.92996364,14951678,6
205607,32.64643636,14123406,7
205608,32.14176364,14366933,8
205609,30.93652727,14948511,9
205610,27.3799,16664737,10
205611,24.52238182,18043612,11
205612,18.45661818,20970605,12
205701,18.65153636,20876548,1
205702,17.16430909,21594199,2
205703,20.19147273,20133463,3
205704,26.27391818,17198421,4
205705,28.50682727,16120946,5
205706,30.69739091,15063905,6
205707,31.81014545,14526953,7
205708,30.89509091,14968506,8
205709,29.99259091,15404001,9
205710,26.53687273,17071534,10
205711,22.59771818,18972346,11
205712,20.6982,19888945,12
205801,17.88964545,21244193,1
205802,17.57537273,21395843,2
205803,18.85071818,20780434,3
205804,22.70395455,18921082,4
205805,26.66416364,17010110,5
205806,29.73425455,15528659,6
205807,31.46070909,14695571,7
205808,31.0288,14903986,8
205809,29.67432727,15557577,9
205810,26.26743636,17201548,10
205811,21.23789091,19628521,11
205812,19.35044545,20539294,12
205901,17.75066364,21311258,1
205902,15.66146364,22319387,2
205903,20.07001818,20192070,3
205904,23.19926364,18682074,4
205905,27.09767273,16800924,5
205906,29.33035455,15723559,6
205907,30.85092727,14989817,7
205908,30.36722727,15223223,8
205909,30.50238182,15158005,9
205910,27.96948182,16380238,10
205911,24.20881818,18194920,11
205912,19.28415455,20571283,12
206001,17.25416364,21550841,1
206002,16.95062727,21697310,2
206003,20.32704545,20068043,3
206004,22.10435455,19210415,4
206005,26.26012727,17205075,5
206006,29.5549,15615206,6
206007,31.11615455,14861833,7
206008,30.34417273,15234348,8
206009,29.6971,15546588,9
206010,26.75641818,16965594,10
206011,22.97211818,18791681,11
206012,21.09552727,19697217,12
206101,19.33524545,20546629,1
206102,17.61614545,21376169,2
206103,19.6987,20371247,3
206104,24.36871818,18117762,4
206105,26.44211818,17117257,5
206106,30.59565455,15112997,6
206107,31.41321818,14718487,7
206108,31.63328182,14612297,8
206109,30.64945455,15087036,9
206110,26.68041818,17002267,10
206111,24.40202727,18101689,11
206112,20.29136364,20085261,12
206201,17.1394,21606219,1
206202,14.99528182,22640848,2
206203,19.93386364,20257770,3
206204,23.69586364,18442443,4
206205,27.30107273,16702774,5
206206,30.72530909,15050433,6
206207,31.45268182,14699444,7
206208,31.15527273,14842957,8
206209,30.93872727,14947449,9
206210,27.90645455,16410652,10
206211,24.72981818,17943515,11
206212,24.35998182,18121977,12
206301,19.273,20576665,1
206302,19.27935455,20573599,2
206303,20.45878182,20004474,3
206304,23.55085455,18512416,4
206305,28.50445455,16122091,5
206306,31.27719091,14784126,6
206307,32.62698182,14132794,7
206308,32.68932727,14102710,8
206309,30.94676364,14943572,9
206310,27.4761,16618316,10
206311,22.86486364,18843436,11
206312,19.97372727,20238534,12
206401,19.20465455,20609645,1
206402,18.76773636,20820477,2
206403,20.55778182,19956703,3
206404,22.90439091,18824363,4
206405,27.52697273,16593768,5
206406,30.84805455,14991203,6
206407,31.35280909,14747637,7
206408,30.10980909,15347438,8
206409,30.70622727,15059641,9
206410,27.90310909,16412266,10
206411,22.88714545,18832684,11
206412,20.79595455,19841774,12
206501,15.62513636,22336916,1
206502,16.01988182,22146435,2
206503,20.84234545,19819388,3
206504,25.1673,17732412,4
206505,28.85125455,15954745,5
206506,30.10320909,15350623,6
206507,32.03799091,14417007,7
206508,31.70550909,14577444,8
206509,31.08626364,14876257,9
206510,27.13174545,16784482,10
206511,22.8051,18872275,11
206512,19.27666364,20574897,12
206601,17.96246364,21209055,1
206602,17.47386364,21444826,2
206603,19.88701818,20280375,3
206604,22.66336364,18940669,4
206605,29.01817273,15874200,5
206606,32.10583636,14384269,6
206607,33.06505455,13921405,7
206608,31.51259091,14670536,8
206609,31.61508182,14621079,9
206610,27.41006364,16650182,10
206611,22.80845455,18870656,11
206612,20.61153636,19930764,12
206701,17.29285455,21532171,1
206702,18.8263,20792217,2
206703,20.21080909,20124132,3
206704,23.87919091,18353980,4
206705,26.77566364,16956307,5
206706,30.36020909,15226609,6
206707,31.5472,14653835,7
206708,29.90763636,15444995,8
206709,30.5495,15135268,9
206710,28.78554545,15986452,10
206711,22.95108182,18801832,11
206712,21.12238182,19684259,12
206801,16.23112727,22044500,1
206802,18.16005455,21113709,2
206803,21.10079091,19694677,3
206804,24.29582727,18152935,4
206805,27.72412727,16498632,5
206806,32.19152727,14342920,6
206807,32.76018182,14068519,7
206808,32.74984545,14073507,8
206809,30.88951818,14971195,9
206810,28.54857273,16100802,10
206811,24.44656364,18080198,11
206812,22.69754545,18924175,12
206901,18.52271818,20938708,1
206902,18.5428,20929018,2
206903,20.63772727,19918126,3
206904,25.02616364,17800516,4
206905,30.32343636,15244354,5
206906,30.59813636,15111799,6
206907,32.87957273,14010908,7
206908,33.45790909,13731836,8
206909,32.43264545,14226570,9
206910,27.94302727,16393004,10
206911,25.52388182,17560346,11
206912,20.02723636,20212714,12
207001,18.15056364,21118289,1
207002,21.19370909,19649840,2
207003,23.69809091,18441368,3
207004,25.65130909,17498856,4
207005,29.01848182,15874051,5
207006,31.84948182,14507971,6
207007,32.58455455,14153267,7
207008,33.20575455,13853511,8
207009,31.88559091,14490547,9
207010,29.88654545,15455173,10
207011,25.76641818,17443311,11
207012,22.31759091,19107519,12
207101,18.80714545,20801460,1
207102,17.14328182,21604346,2
207103,22.00338182,19259138,3
207104,26.19859091,17234769,4
207105,28.20827273,16265011,5
207106,32.09487273,14389560,6
207107,32.92426364,13989343,7
207108,31.28956364,14778156,8
207109,29.78724545,15503089,9
207110,29.49025455,15646400,10
207111,24.80346364,17907978,11
207112,22.20413636,19162266,12
207201,16.84744545,21747100,1
207202,21.69265455,19409078,2
207203,21.22577273,19634368,3
207204,25.82209091,17416447,4
207205,30.16587273,15320385,5
207206,31.45422727,14698699,6
207207,32.67584545,14109215,7
207208,32.13392727,14370714,8
207209,31.04009091,14898537,9
207210,26.57424545,17053500,10
207211,23.44661818,18562715,11
207212,21.31664545,19590518,12
207301,21.05066364,19718866,1
207302,17.78035455,21296931,2
207303,19.54306364,20446348,3
207304,25.46014545,17591101,4
207305,29.09651818,15836395,5
207306,30.07799091,15362792,6
207307,33.46264545,13729550,7
207308,32.37652727,14253649,8
207309,31.08049091,14879042,9
207310,27.68550909,16517267,10
207311,24.35379091,18124965,11
207312,21.93011818,19294491,12
207401,19.57241818,20432183,1
207402,19.77209091,20335832,2
207403,20.94114545,19771713,3
207404,24.67160909,17971604,4
207405,30.26188182,15274057,5
207406,31.95865455,14455291,6
207407,34.08892727,13427342,7
207408,32.17899091,14348969,8
207409,30.92328182,14954903,9
207410,28.13407273,16300816,10
207411,24.84625455,17887330,11
207412,20.33180909,20065744,12
207501,17.81589091,21279783,1
207502,18.61051818,20896341,2
207503,20.76854545,19855000,3
207504,25.11851818,17755951,4
207505,29.20788182,15782657,5
207506,31.16472727,14838395,6
207507,32.73815455,14079148,7
207508,32.36265455,14260343,8
207509,31.57090909,14642395,9
207510,26.71540909,16985382,10
207511,24.8521,17884509,11
207512,20.3439,20059910,12
207601,18.71188182,20847429,1
207602,19.03238182,20692774,2
207603,20.32081818,20071048,3
207604,24.68857273,17963418,4
207605,29.97257273,15413661,5
207606,31.70813636,14576176,6
207607,32.98804545,13958565,7
207608,30.78447273,15021884,8
207609,29.87089091,15462727,9
207610,27.32915455,16689224,10
207611,22.04904545,19237104,11
207612,19.93604545,20256717,12
207701,17.83937273,21268452,1
207702,17.95321818,21213517,2
207703,20.95168182,19766629,3
207704,24.67280909,17971025,4
207705,27.59170909,16562530,5
207706,30.94078182,14946458,6
207707,33.34632727,13785679,7
207708,33.34147273,13788021,8
207709,31.03818182,14899458,9
207710,27.48278182,16615092,10
207711,22.85606364,18847683,11
207712,19.6295,20404639,12
207801,18.10886364,21138411,1
207802,16.6809,21827465,2
207803,18.91126364,20751219,3
207804,24.2632,18168679,4
207805,29.23040909,15771787,5
207806,32.07375455,14399750,6
207807,33.07766364,13915321,7
207808,32.81723636,14040988,8
207809,31.2065,14818238,9
207810,26.53011818,17074793,10
207811,23.12814545,18716392,11
207812,20.68360909,19895986,12
207901,20.10813636,20173676,1
207902,20.54134545,19964634,2
207903,22.96809091,18793625,3
207904,24.32097273,18140801,4
207905,28.97047273,15897217,5
207906,32.4533,14216603,6
207907,33.37804545,13770373,7
207908,31.8451,14510086,8
207909,32.13802727,14368736,9
207910,30.63309091,15094932,10
207911,25.04214545,17792804,11
207912,22.05046364,19236419,12
208001,17.36153636,21499029,1
208002,18.25870909,21066104,2
208003,20.45507273,20006264,3
208004,26.14502727,17260616,4
208005,30.72333636,15051385,5
208006,32.36292727,14260212,6
208007,32.35345455,14264783,7
208008,31.87136364,14497412,8
208009,30.21274545,15297767,9
208010,29.25396364,15760420,10
208011,24.92897273,17847415,11
208012,22.64588182,18949104,12
208101,19.69592727,20372585,1
208102,19.22534545,20599661,2
208103,19.97583636,20237516,3
208104,23.16702727,18697629,4
208105,28.92253636,15920348,5
208106,31.35230909,14747878,6
208107,33.77721818,13577755,7
208108,33.03220909,13937254,8
208109,31.09970909,14869769,9
208110,28.19952727,16269231,10
208111,21.84821818,19334012,11
208112,19.51225455,20461215,12
208201,19.23126364,20596805,1
208202,19.54869091,20443632,2
208203,20.43576364,20015582,3
208204,21.89402727,19311907,4
208205,28.18060909,16278360,5
208206,32.39197273,14246196,6
208207,32.75590909,14070581,7
208208,32.33784545,14272315,8
208209,32.1502,14362862,9
208210,28.86932727,15946024,10
208211,24.69877273,17958496,11
208212,20.11034545,20172610,12
208301,17.88122727,21248255,1
208302,18.84614545,20782641,2
208303,20.82613636,19827210,3
208304,23.7249,18428432,4
208305,29.57688182,15604599,5
208306,32.72042727,14087703,6
208307,32.80324545,14047739,7
208308,33.99729091,13471561,8
208309,32.67260909,14110777,9
208310,29.44231818,15669531,10
208311,23.44845455,18561829,11
208312,19.78838182,20327971,12
208401,17.42169091,21470002,1
208402,17.7076,21332038,2
208403,21.5098,19497313,3
208404,24.3086,18146771,4
208405,27.95780909,16385871,5
208406,32.97241818,13966106,6
208407,34.72285455,13121445,7
208408,34.34788182,13302386,8
208409,33.28635455,13814618,9
208410,30.33023636,15241073,10
208411,25.27041818,17682653,11
208412,22.95696364,18798994,12
208501,19.62956364,20404608,1
208502,18.70450909,20850987,2
208503,20.67413636,19900557,3
208504,25.36611818,17636473,4
208505,28.56192727,16094358,5
208506,33.13224545,13888983,6
208507,34.43409091,13260786,7
208508,33.34008182,13788693,8
208509,32.21538182,14331409,9
208510,28.11499091,16310024,10
208511,23.55576364,18510047,11
208512,21.59753636,19454976,12
208601,20.13026364,20162999,1
208602,18.92918182,20742572,2
208603,21.17371818,19659487,3
208604,24.14042727,18227922,4
208605,29.84800909,15473768,5
208606,31.6918,14584059,6
208607,33.59718182,13664631,7
208608,33.89936364,13518815,8
208609,32.45465455,14215949,9
208610,28.10196364,16316310,10
208611,23.4205,18575318,11
208612,21.04764545,19720322,12
208701,16.1507,22083309,1
208702,18.71929091,20843854,2
208703,22.45154545,19042880,3
208704,26.8792,16906346,4
208705,28.27757273,16231571,5
208706,31.77375455,14544513,6
208707,32.9218,13990532,7
208708,32.37055455,14256531,8
208709,31.87600909,14495171,9
208710,28.42104545,16162339,10
208711,23.84191818,18371965,11
208712,19.51881818,20458047,12
208801,18.82495455,20792866,1
208802,20.29357273,20084195,2
208803,21.18645455,19653341,3
208804,25.38914545,17625362,4
208805,27.08888182,16805166,5
208806,31.75603636,14553063,6
208807,33.76961818,13581423,7
208808,33.56975455,13677866,8
208809,32.42931818,14228175,9
208810,28.70165455,16026933,10
208811,24.13864545,18228782,11
208812,21.50508182,19499590,12
208901,17.79862727,21288113,1
208902,20.23406364,20112911,2
208903,21.94628182,19286692,3
208904,24.24257273,18178632,4
208905,28.43867273,16153833,5
208906,31.93992727,14464327,6
208907,33.55546364,13684762,7
208908,32.89285455,14004499,8
208909,32.08123636,14396140,9
208910,27.03991818,16828793,10
208911,24.69768182,17959023,11
208912,19.45158182,20490492,12
209001,16.73235455,21802636,1
209002,17.64709091,21361236,2
209003,19.86150909,20292684,3
209004,23.96840909,18310928,4
209005,30.68875455,15068072,5
209006,30.56236364,15129061,6
209007,32.4909,14198459,7
209008,33.4338,13743469,8
209009,32.69884545,14098117,9
209010,29.78017273,15506502,10
209011,27.34403636,16682043,11
209012,22.47834545,19029948,12
209101,19.64317273,20398041,1
209102,18.24981818,21070394,2
209103,20.51684545,19976456,3
209104,25.15076364,17740391,4
209105,29.63682727,15575672,5
209106,32.73210909,14082066,6
209107,34.35003636,13301346,7
209108,33.01954545,13943365,8
209109,33.13270909,13888759,9
209110,28.25982727,16240134,10
209111,25.2869,17674699,11
209112,21.58556364,19460754,12
209201,18.87833636,20767107,1
209202,17.92723636,21226054,2
209203,21.52704545,19488991,3
209204,24.85612727,17882566,4
209205,29.03980909,15863759,5
209206,31.26349091,14790737,6
209207,33.73216364,13599496,7
209208,32.42733636,14229132,8
209209,31.88472727,14490964,9
209210,27.47493636,16618878,10
209211,24.92161818,17850964,11
209212,21.43272727,19534504,12
209301,20.22234545,20118565,1
209302,19.02032727,20698591,2
209303,20.07393636,20190179,3
209304,22.89859091,18827161,4
209305,29.25771818,15758609,5
209306,32.28806364,14296337,6
209307,32.98321818,13960895,7
209308,33.30063636,13807727,8
209309,31.89630909,14485375,9
209310,29.86798182,15464130,10
209311,24.66569091,17974460,11
209312,21.85770909,19329432,12
209401,19.83541818,20305274,1
209402,19.23704545,20594015,2
209403,21.03011818,19728780,3
209404,23.20166364,18680916,4
209405,27.66830909,16525567,5
209406,32.96299091,13970655,6
209407,33.69910909,13615446,7
209408,34.20677273,13370477,8
209409,32.52110909,14183882,9
209410,28.27681818,16231935,10
209411,22.72429091,18911269,11
209412,20.06073636,20196548,12
209501,19.36016364,20534605,1
209502,18.62381818,20889923,2
209503,20.69852727,19888787,3
209504,27.64438182,16537113,4
209505,30.92545455,14953854,5
209506,32.15634545,14359896,6
209507,34.12824545,13408370,7
209508,33.95094545,13493925,8
209509,33.24059091,13836701,9
209510,29.41808182,15681226,10
209511,23.68931818,18445602,11
209512,20.84110909,19819985,12
209601,18.03889091,21172176,1
209602,18.8166,20796898,2
209603,20.21246364,20123334,3
209604,27.02076364,16838036,4
209605,28.58070909,16085295,5
209606,33.55200909,13686429,6
209607,33.70135455,13614363,7
209608,34.28891818,13330838,8
209609,32.72293636,14086492,9
209610,29.16587273,15802928,10
209611,24.43514545,18085708,11
209612,21.68792727,19411359,12
209701,19.39521818,20517690,1
209702,18.64862727,20877952,2
209703,23.73929091,18421488,3
209704,29.8637,15466196,4
209705,29.4376,15671808,5
209706,31.93087273,14468697,6
209707,34.02843636,13456532,7
209708,34.75546364,13105710,8
209709,33.75835455,13586858,9
209710,28.9067,15927990,10
209711,23.68749091,18446483,11
209712,20.97706364,19754381,12
209801,19.48630909,20473734,1
209802,18.45400909,20971864,2
209803,21.19204545,19650643,3
209804,25.95585455,17351900,4
209805,31.23787273,14803099,5
209806,33.15633636,13877358,6
209807,35.4334,12778576,7
209808,35.10670909,12936219,8
209809,33.34111818,13788192,9
209810,28.19758182,16270170,10
209811,24.84255455,17889115,11
209812,19.37025455,20529736,12
209901,20.66577273,19904592,1
