Date,Temp,consumption,Month
202711,25.77235455,17440447,11
202712,19.89787273,20275137,12
202801,15.99203636,22159871,1
202802,16.24977273,22035502,2
202803,19.92742727,20260876,3
202804,24.03516364,18278716,4
202805,24.53440909,18037809,5
202806,29.4713,15655546,6
202807,30.02463636,15388538,7
202808,29.46491818,15658626,8
202809,29.32178182,15727695,9
202810,25.49623636,17573686,10
202811,23.87646364,18355296,11
202812,17.04310909,21652684,12
202901,18.43811818,20979532,1
202902,17.1988,21577556,2
202903,21.16976364,19661395,3
202904,21.86823636,19324352,4
202905,24.13586364,18230124,5
202906,28.06902727,16332203,6
202907,30.43473636,15190647,7
202908,29.90853636,15444561,8
202909,28.79778182,15980548,9
202910,24.90049091,17861159,10
202911,20.8842,19799192,11
202912,18.12951818,21128444,12
203001,16.87686364,21732904,1
203002,15.45888182,22417141,2
203003,19.91005455,20269259,3
203004,22.92995455,18812027,4
203005,26.03496364,17313727,5
203006,28.01922727,16356234,6
203007,31.54202727,14656331,7
203008,31.43220909,14709323,8
203009,29.31064545,15733069,9
203010,26.26464545,17202895,10
203011,23.12936364,18715804,11
203012,20.368,20048281,12
203101,18.66396364,20870551,1
203102,16.57076364,21880611,2
203103,17.27610909,21540251,3
203104,21.86583636,19325510,4
203105,26.71457273,16985786,5
203106,29.88554545,15455655,6
203107,31.27530909,14785034,7
203108,30.97889091,14928069,8
203109,28.87893636,15941387,9
203110,23.74235455,18420009,10
203111,21.22665455,19633943,11
203112,20.99392727,19746244,12
203201,14.66252727,22801417,1
203202,15.31214545,22487948,2
203203,18.21753636,21085972,3
203204,23.20925455,18677253,4
203205,27.84094545,16442263,5
203206,30.26648182,15271837,6
203207,31.76999091,14546329,7
203208,31.64526364,14606515,8
203209,29.29078182,15742654,9
203210,26.77756364,16955390,10
203211,20.13359091,20161393,11
203212,19.10698182,20656776,12
203301,17.26650909,21544883,1
203302,16.28536364,22018328,2
203303,21.28537273,19605609,3
203304,21.68618182,19412201,4
203305,26.60723636,17037580,5
203306,30.42765455,15194064,6
203307,31.99311818,14438660,7
203308,31.79585455,14533849,8
203309,30.17108182,15317871,9
203310,27.67689091,16521426,10
203311,23.64849091,18465302,11
203312,18.90728182,20753140,12
203401,19.3488,20540088,1
203402,20.1673,20145127,2
203403,20.66107273,19906860,3
203404,23.86359091,18361507,4
203405,25.77298182,17440144,5
203406,28.72409091,16016107,6
203407,30.66444545,15079802,7
203408,30.51088182,15153903,8
203409,29.96140909,15419048,9
203410,25.03818182,17794717,10
203411,23.16594545,18698151,11
203412,18.91789091,20748021,12
203501,17.50607273,21429284,1
203502,16.65811818,21838458,2
203503,19.95455455,20247786,3
203504,22.58789091,18977088,4
203505,27.16023636,16770734,5
203506,29.00574545,15880196,6
203507,31.16617273,14837697,7
203508,30.54442727,15137716,8
203509,29.29228182,15741930,9
203510,26.66498182,17009716,10
203511,22.05339091,19235007,11
203512,18.4207,20987937,12
203601,16.78479091,21777333,1
203602,17.53449091,21415571,2
203603,18.11405455,21135906,3
203604,23.69880909,18441022,4
203605,28.88281818,15939514,5
203606,30.47241818,15172464,6
203607,30.53754545,15141037,7
203608,29.24875455,15762934,8
203609,29.42705455,15676897,9
203610,26.00987273,17325834,10
203611,22.82821818,18861119,11
203612,18.43191818,20982523,12
203701,18.73916364,20834264,1
203702,17.77294545,21300506,2
203703,18.84289091,20784211,3
203704,21.89073636,19313495,4
203705,25.69901818,17475835,5
203706,27.87064545,16427931,6
203707,29.91395455,15441946,7
203708,30.62042727,15101043,8
203709,29.9119,15442938,9
203710,25.19708182,17718041,10
203711,21.55973636,19473216,11
203712,15.96455455,22173133,12
203801,16.64115455,21846644,1
203802,13.83490909,23200778,2
203803,17.64366364,21362890,3
203804,23.60499091,18486293,4
203805,24.90549091,17858746,5
203806,27.42507273,16642939,6
203807,31.69219091,14583871,7
203808,31.60471818,14626080,8
203809,28.01348182,16359006,9
203810,24.28090909,18160133,10
203811,20.80613636,19836861,11
203812,18.59421818,20904207,12
203901,12.27480909,23953594,1
203902,15.33390909,22477446,2
203903,16.79612727,21771863,3
203904,21.71246364,19399519,4
203905,25.4591,17591606,5
203906,30.38311818,15215555,6
203907,32.66097273,14116392,7
203908,32.19806364,14339765,8
203909,29.75249091,15519860,9
203910,26.4368,17119823,10
203911,21.17162727,19660496,11
203912,21.32536364,19586311,12
204001,15.29393636,22496735,1
204002,18.214,21087678,2
204003,17.57018182,21398348,3
204004,22.81922727,18865458,4
204005,26.41108182,17132233,5
204006,29.91320909,15442306,6
204007,31.85272727,14506405,7
204008,31.70920909,14575659,8
204009,30.64624545,15088585,9
204010,26.02910909,17316552,10
204011,20.76416364,19857115,11
204012,19.60746364,20415272,12
204101,13.85301818,23192040,1
204102,16.64889091,21842911,2
204103,20.5178,19975996,3
204104,21.51779091,19493457,4
204105,27.97124545,16379387,5
204106,28.96004545,15902249,6
204107,31.34825455,14749835,7
204108,30.96877273,14932951,8
204109,30.19394545,15306839,9
204110,26.77374545,16957233,10
204111,22.77532727,18886641,11
204112,18.08389091,21150462,12
204201,17.7721,21300914,1
204202,17.15436364,21598998,2
204203,20.86560909,19808163,3
204204,23.58181818,18497475,4
204205,26.73057273,16978065,5
204206,29.86942727,15463433,6
204207,31.64652727,14605906,7
204208,31.65182727,14603348,8
204209,30.11114545,15346793,9
204210,27.30373636,16701489,10
204211,20.41613636,20025053,11
204212,19.1306,20645379,12
204301,17.17242727,21590282,1
204302,15.89587273,22206274,2
204303,19.9162,20266293,3
204304,22.24684545,19141657,4
204305,27.03408182,16831609,5
204306,30.6528,15085422,6
204307,31.21010909,14816496,7
204308,31.72701818,14567065,8
204309,30.23933636,15284936,9
204310,26.25720909,17206484,10
204311,22.55527273,18992827,11
204312,19.58779091,20424765,12
204401,15.60544545,22346418,1
204402,18.92085455,20746591,2
204403,18.42742727,20984690,3
204404,19.59089091,20423269,4
204405,25.671,17489355,5
204406,29.65012727,15569254,6
204407,31.1157,14862053,7
204408,31.33762727,14754963,8
204409,29.98170909,15409252,9
204410,24.53879091,18035694,10
204411,22.44078182,19048074,11
204412,17.84781818,21264377,12
204501,14.84229091,22714673,1
204502,18.82186364,20794358,2
204503,20.16867273,20144465,3
204504,22.13550909,19195381,4
204505,27.21888182,16742435,5
204506,29.08427273,15842304,6
204507,31.83414545,14515372,7
204508,32.27574545,14302281,8
204509,30.1514,15327369,9
204510,28.11857273,16308295,10
204511,22.6938,18925982,11
204512,21.61731818,19445431,12
204601,16.2725,22024536,1
204602,16.6504,21842183,2
204603,19.64671818,20396330,3
204604,25.09790909,17765896,4
204605,28.39260909,16176061,5
204606,30.67228182,15076021,6
204607,31.77432727,14544237,7
204608,32.30043636,14290366,8
204609,30.15343636,15326386,9
204610,25.84878182,17403567,10
204611,23.97133636,18309516,11
204612,18.24091818,21074689,12
204701,16.3848,21970346,1
204702,15.49209091,22401117,2
204703,19.86470909,20291140,3
204704,23.87498182,18356011,4
204705,27.29359091,16706385,5
204706,29.74430909,15523808,6
204707,30.58569091,15117805,7
204708,29.81647273,15488986,8
204709,28.88043636,15940663,9
204710,25.37184545,17633710,10
204711,20.49008182,19989371,11
204712,19.59636364,20420628,12
204801,15.78494545,22259802,1
204802,16.04170909,22135902,2
204803,19.64965455,20394913,3
204804,20.7047,19885808,4
204805,27.38626364,16661666,5
204806,29.44708182,15667233,6
204807,30.81216364,15008522,7
204808,30.97553636,14929688,8
204809,29.41446364,15682972,9
204810,24.60840909,18002101,10
204811,21.94219091,19288666,11
204812,21.15591818,19668076,12
204901,17.43927273,21461518,1
204902,19.86016364,20293333,2
204903,19.51262727,20461035,3
204904,25.36529091,17636873,4
204905,28.81970909,15969967,5
204906,31.01127273,14912443,6
204907,32.68440909,14105083,7
204908,31.27698182,14784227,8
204909,30.65491818,15084400,9
204910,26.39076364,17142038,10
204911,24.77448182,17921963,11
204912,20.4288,20018942,12
205001,17.53625455,21414720,1
205002,16.73475455,21801478,2
205003,20.10183636,20176716,3
205004,21.56269091,19471791,4
205005,27.94541818,16391850,5
205006,29.61469091,15586354,6
205007,30.77906364,15024494,7
205008,30.81485455,15007223,8
205009,30.42048182,15197525,9
205010,24.79229091,17913370,10
205011,21.91791818,19300378,11
205012,18.94591818,20734496,12
205101,17.84916364,21263728,1
205102,16.96979091,21688063,2
205103,22.44480909,19046131,3
205104,24.43642727,18085089,4
205105,26.90749091,16892695,5
205106,29.13415455,15818234,6
205107,30.70475455,15060351,7
205108,30.40456364,15205206,8
205109,29.80434545,15494838,9
205110,25.84258182,17406559,10
205111,24.03340909,18279563,11
205112,20.23029091,20114731,12
205201,17.5866,21390426,1
205202,17.40527273,21477924,2
205203,19.00977273,20703684,3
205204,22.48771818,19025425,4
205205,25.44050909,17600576,5
205206,30.15259091,15326794,6
205207,31.21539091,14813947,7
205208,30.32437273,15243902,8
205209,29.28400909,15745922,9
205210,24.54074545,18034751,10
205211,21.39090909,19554683,11
205212,20.21285455,20123145,12
205301,18.84873636,20781391,1
205302,17.15558182,21598411,2
205303,19.62564545,20406499,3
205304,22.23138182,19149119,4
205305,26.01948182,17321197,5
205306,27.99650909,16367196,6
205307,31.43111818,14709850,7
205308,30.80450909,15012216,8
205309,29.04787273,15859868,9
205310,25.55591818,17544887,10
205311,23.13110909,18714961,11
205312,20.23159091,20114104,12
205401,16.7168,21810142,1
205402,14.9063,22683786,2
205403,18.70076364,20852794,3
205404,21.92935455,19294860,4
205405,27.66396364,16527664,5
205406,31.19705455,14822795,6
205407,30.57082727,15124977,7
205408,31.0154,14910452,8
205409,29.95066364,15424233,9
205410,26.31911818,17176610,10
205411,22.03969091,19241618,11
205412,18.32027273,21036397,12
205501,17.51473636,21425103,1
205502,17.62678182,21371036,2
205503,19.54120909,20447243,3
205504,21.46064545,19521032,4
205505,27.56839091,16573782,5
205506,29.67571818,15556906,6
205507,31.55906364,14648110,7
205508,30.9353,14949103,8
205509,30.1316,15336923,9
205510,28.27381818,16233383,10
205511,25.68543636,17482389,11
205512,19.76789091,20337859,12
205601,15.0644,22607496,1
205602,17.06288182,21643142,2
205603,18.96950909,20723113,3
205604,21.50116364,19501480,4
205605,27.20336364,16749923,5
205606,30.47082727,15173231,6
205607,31.05355455,14892040,7
205608,31.10597273,14866746,8
205609,30.78355455,15022327,9
205610,26.78017273,16954131,10
205611,19.04648182,20685970,11
205612,15.58232727,22357574,12
205701,18.18850909,21099979,1
205702,16.37547273,21974847,2
205703,20.48691818,19990897,3
205704,24.03859091,18277062,4
205705,27.10010909,16799748,5
205706,30.31304545,15249368,6
205707,31.51808182,14667886,7
205708,31.76969091,14546474,8
205709,30.53456364,15142476,9
205710,25.06588182,17781350,10
205711,24.23153636,18183958,11
205712,18.3635,21015538,12
205801,15.92334545,22193018,1
205802,17.514,21425458,2
205803,18.78075455,20814195,3
205804,22.5201,19009800,4
205805,27.51729091,16598440,5
205806,30.29576364,15257707,6
205807,30.78798182,15020191,7
205808,30.40391818,15205518,8
205809,29.5212,15631467,9
205810,25.67080909,17489447,10
205811,21.71086364,19400291,11
205812,18.96072727,20727350,12
205901,17.02561818,21661124,1
205902,19.8767,20285354,2
205903,20.69837273,19888861,3
205904,23.14850909,18706565,4
205905,28.15382727,16291284,5
205906,29.94896364,15425053,6
205907,30.81536364,15006978,7
205908,29.90329091,15447092,8
205909,30.59676364,15112462,9
205910,27.36023636,16674225,10
205911,24.34698182,18128250,11
205912,19.34203636,20543352,12
206001,16.79029091,21774679,1
206002,16.55505455,21888191,2
206003,20.74610909,19865827,3
206004,23.39138182,18589369,4
206005,28.12231818,16306488,5
206006,29.59587273,15595435,6
206007,31.35217273,14747944,7
206008,29.37103636,15703928,8
206009,29.92350909,15437336,9
206010,26.07567273,17294083,10
206011,23.7928,18395667,11
206012,19.43447273,20498748,12
206101,19.1933,20615124,1
206102,14.89993636,22686857,2
206103,18.0097,21186262,3
206104,23.6872,18446624,4
206105,27.32146364,16692935,5
206106,29.04236364,15862527,6
206107,31.48413636,14684266,7
206108,31.58309091,14636516,8
206109,29.94173636,15428541,9
206110,25.95309091,17353234,10
206111,22.55145455,18994670,11
206112,20.58742727,19942397,12
206201,16.76340909,21787651,1
206202,17.34357273,21507697,2
206203,21.52213636,19491360,3
206204,23.45287273,18559697,4
206205,26.72408182,16981197,5
206206,30.58210909,15119533,6
206207,32.06550909,14403729,7
206208,30.62676364,15097985,8
206209,30.43817273,15188989,9
206210,26.45725455,17109953,10
206211,22.41580909,19060124,11
206212,18.07896364,21152839,12
206301,18.08042727,21152133,1
206302,17.11317273,21618875,2
206303,19.02518182,20696248,3
206304,23.49055455,18541514,4
206305,26.70902727,16988462,5
206306,29.63951818,15574374,6
206307,31.22141818,14811039,7
206308,30.93512727,14949187,8
206309,29.13225455,15819150,9
206310,26.25059091,17209677,10
206311,21.35924545,19569962,11
206312,18.84380909,20783768,12
206401,20.42488182,20020833,1
206402,14.14646364,23050440,2
206403,18.84520909,20783093,3
206404,21.7739,19369873,4
206405,26.88874545,16901740,5
206406,30.40887273,15203127,6
206407,31.09971818,14869764,7
206408,31.38466364,14732266,8
206409,29.37973636,15699730,9
206410,26.74242727,16972345,10
206411,24.40799091,18098811,11
206412,21.25240909,19621515,12
206501,15.6112,22343641,1
206502,18.71155455,20847587,2
206503,18.60896364,20897091,3
206504,24.28544545,18157944,4
206505,27.61817273,16549760,5
206506,30.34949091,15231781,6
206507,31.93139091,14468447,7
206508,31.68855455,14585626,8
206509,29.54087273,15621974,9
206510,26.25525455,17207427,10
206511,22.43602727,19050368,11
206512,16.48367273,21922636,12
206601,16.33605455,21993868,1
206602,17.50400909,21430279,2
206603,17.93369091,21222939,3
206604,23.63736364,18470672,4
206605,26.67538182,17004697,5
206606,30.61983636,15101328,6
206607,32.76155455,14067857,7
206608,31.13304545,14853683,8
206609,30.46594545,15175587,9
206610,26.07098182,17296346,10
206611,23.15866364,18701665,11
206612,18.78239091,20813405,12
206701,17.70138182,21335039,1
206702,17.90241818,21238030,2
206703,19.39896364,20515882,3
206704,23.44002727,18565895,4
206705,26.29907273,17186283,5
206706,30.15443636,15325904,6
206707,31.98435455,14442889,7
206708,30.90260909,14964878,8
206709,29.53024545,15627103,9
206710,24.28241818,18159405,10
206711,22.60837273,18967204,11
206712,17.44522727,21458644,12
206801,15.65334545,22323304,1
206802,16.45995455,21934081,2
206803,20.83567273,19822608,3
206804,21.44998182,19526178,4
206805,25.15295455,17739334,5
206806,27.91379091,16407112,6
206807,30.23506364,15286997,7
206808,30.93654545,14948502,8
206809,30.14992727,15328079,9
206810,25.09242727,17768541,10
206811,21.35157273,19573664,11
206812,16.42443636,21951220,12
206901,14.18925455,23029791,1
206902,15.99253636,22159630,2
206903,19.10299091,20658702,3
206904,21.0189,19734193,4
206905,26.70999091,16987997,5
206906,28.3593,16192134,6
206907,31.04137273,14897919,7
206908,31.67908182,14590197,8
206909,29.62221818,15582722,9
206910,27.75223636,16485069,10
206911,22.97797273,18788856,11
206912,16.64603636,21844288,12
207001,15.93668182,22186582,1
207002,17.7018,21334837,2
207003,18.79791818,20805913,3
207004,24.58052727,18015555,4
207005,27.194,16754442,5
207006,29.59511818,15595799,6
207007,30.80668182,15011167,7
207008,31.25056364,14796975,8
207009,30.51831818,15150315,9
207010,28.80972727,15974784,10
207011,23.5699,18503226,11
207012,19.1481,20636935,12
207101,17.31570909,21521142,1
207102,16.84673636,21747442,2
207103,18.58717273,20907606,3
207104,23.2764,18644852,4
207105,28.47233636,16137589,5
207106,30.5894,15116015,6
207107,32.131,14372127,7
207108,31.11256364,14863566,8
207109,29.88704545,15454931,9
207110,26.7126,16986738,10
207111,20.31396364,20074355,11
207112,16.98263636,21681864,12
207201,17.51759091,21423726,1
207202,17.09356364,21628337,2
207203,18.80690909,20801574,3
207204,22.26176364,19134458,4
207205,26.02372727,17319149,5
207206,28.97779091,15893686,6
207207,31.89542727,14485801,7
207208,31.56199091,14646698,8
207209,29.82353636,15485577,9
207210,25.8508,17402593,10
207211,23.38521818,18592343,11
207212,19.69004545,20375423,12
207301,16.83323636,21753956,1
207302,18.02572727,21178528,2
207303,21.22831818,19633140,3
207304,24.29881818,18151492,4
207305,28.18933636,16274149,5
207306,30.01308182,15394113,6
207307,31.97574545,14447044,7
207308,31.5881,14634099,8
207309,30.3763,15218845,9
207310,27.75856364,16482015,10
207311,21.99712727,19262156,11
207312,19.96180909,20244285,12
207401,19.67367273,20383323,1
207402,15.7091,22296400,2
207403,19.95374545,20248176,3
207404,21.78322727,19365372,4
207405,27.94641818,16391367,5
207406,29.71100909,15539876,6
207407,30.47994545,15168831,7
207408,29.86720909,15464503,8
207409,28.70555455,16025051,9
207410,25.7497,17451379,10
207411,22.2261,19151667,11
207412,17.98680909,21197308,12
207501,17.31618182,21520914,1
207502,19.73247273,20354950,2
207503,21.01782727,19734711,3
207504,22.17068182,19178409,4
207505,25.97673636,17341824,5
207506,30.34713636,15232918,6
207507,31.17225455,14834763,7
207508,31.50119091,14676037,8
207509,29.66925455,15560025,9
207510,27.21483636,16744387,10
207511,23.08172727,18738790,11
207512,17.06490909,21642164,12
207601,15.87716364,22215302,1
207602,14.22005455,23014929,2
207603,18.83035455,20790261,3
207604,21.66338182,19423203,4
207605,26.26295455,17203711,5
207606,29.72138182,15534871,6
207607,30.16762727,15319538,7
207608,30.5929,15114326,8
207609,29.14622727,15812408,9
207610,25.33241818,17652735,10
207611,23.30582727,18630652,11
207612,19.10462727,20657912,12
207701,17.27084545,21542791,1
207702,20.20859091,20125202,2
207703,22.04761818,19237792,3
207704,23.58797273,18494505,4
207705,28.24568182,16246960,5
207706,29.5017,15640877,6
207707,31.96055455,14454374,7
207708,30.80067273,15014067,8
207709,29.25080909,15761943,9
207710,25.83222727,17411556,10
207711,21.19748182,19648020,11
207712,20.0526,20200475,12
207801,18.7498,20829132,1
207802,19.83637273,20304814,2
207803,21.76542727,19373962,3
207804,26.80343636,16942905,4
207805,26.60269091,17039774,5
207806,28.91215455,15925358,6
207807,31.08687273,14875963,7
207808,30.66997273,15077135,8
207809,29.9138,15442021,9
207810,24.57479091,18018323,10
207811,19.73310909,20354643,11
207812,19.96079091,20244776,12
207901,15.33802727,22475459,1
207902,16.96373636,21690984,2
207903,20.0507,20201391,3
207904,22.94476364,18804881,4
207905,25.97816364,17341135,5
207906,29.32134545,15727906,6
207907,30.73623636,15045160,7
207908,30.00196364,15399478,8
207909,29.1659,15802915,9
207910,25.81295455,17420856,10
207911,22.94591818,18804324,11
207912,19.71499091,20363386,12
208001,19.39270909,20518900,1
208002,17.73567273,21318492,2
208003,20.66819091,19903425,3
208004,22.962,18796564,4
208005,26.12234545,17271561,5
208006,30.00241818,15399259,6
208007,31.04448182,14896418,7
208008,30.85455455,14988066,8
208009,29.68761818,15551163,9
208010,26.81406364,16937777,10
208011,23.35215455,18608297,11
208012,19.02272727,20697433,12
208101,16.62409091,21854878,1
208102,17.76079091,21306371,2
208103,18.78536364,20811971,3
208104,22.05893636,19232331,4
208105,27.90215455,16412727,5
208106,30.21846364,15295008,6
208107,30.41417273,15200570,7
208108,31.09983636,14869707,8
208109,29.13143636,15819545,9
208110,24.37820909,18113182,10
208111,20.35691818,20053628,11
208112,18.42713636,20984831,12
208201,16.8788,21731970,1
208202,14.64652727,22809137,2
208203,18.70443636,20851022,3
208204,21.53185455,19486671,4
208205,24.80473636,17907364,5
208206,29.28092727,15747409,6
208207,31.02696364,14904872,7
208208,31.71808182,14571377,8
208209,29.49820909,15642562,9
208210,25.38122727,17629183,10
208211,20.63594545,19918985,11
208212,18.963,20726254,12
208301,15.98578182,22162889,1
208302,17.0064,21670397,2
208303,17.97025455,21205296,3
208304,22.62765455,18957900,4
208305,27.34673636,16680740,5
208306,29.42207273,15679301,6
208307,31.67585455,14591754,7
208308,31.21024545,14816430,8
208309,29.45739091,15662258,9
208310,24.93528182,17844370,10
208311,21.15648182,19667804,11
208312,19.62128182,20408604,12
208401,16.52817273,21901163,1
208402,15.84424545,22231187,2
208403,20.00968182,20221184,3
208404,22.08906364,19217793,4
208405,26.86840909,16911553,5
208406,28.76030909,15998630,6
208407,30.32991818,15241226,7
208408,30.18592727,15310708,8
208409,28.698,16028697,9
208410,24.85106364,17885009,10
208411,20.82636364,19827100,11
208412,17.6274,21370738,12
208501,17.42278182,21469475,1
208502,16.56198182,21884848,2
208503,20.33313636,20065104,3
208504,21.06548182,19711716,4
208505,27.55897273,16578327,5
208506,29.62782727,15580015,6
208507,31.65186364,14603330,7
208508,30.83691818,14996577,8
208509,28.69325455,16030987,9
208510,24.05389091,18269679,10
208511,20.89899091,19792055,11
208512,19.11680909,20652034,12
208601,17.26201818,21547050,1
208602,16.74113636,21798398,2
208603,18.52584545,20937199,3
208604,21.88287273,19317289,4
208605,25.42879091,17606231,5
208606,29.91413636,15441859,6
208607,30.83036364,14999740,7
208608,30.96190909,14936263,8
208609,29.10870909,15830512,9
208610,25.13922727,17745958,10
208611,22.33961818,19096890,11
208612,18.38673636,21004326,12
208701,16.61797273,21857830,1
208702,16.33953636,21992188,2
208703,20.6261,19923736,3
208704,24.42847273,18088928,4
208705,25.7961,17428989,5
208706,29.27727273,15749173,6
208707,31.24802727,14798199,7
208708,31.6884,14585700,8
208709,30.33455455,15238989,9
208710,27.63311818,16542548,10
208711,22.42003636,19058085,11
208712,18.04588182,21168803,12
208801,15.65346364,22323247,1
208802,18.0647,21159722,2
208803,19.03001818,20693914,3
208804,22.52544545,19007220,4
208805,26.80023636,16944450,5
208806,30.65002727,15086760,6
208807,32.01510909,14428049,7
208808,30.54746364,15136251,8
208809,27.76087273,16480901,9
208810,25.23628182,17699125,10
208811,22.71252727,18916945,11
208812,18.89529091,20758926,12
208901,17.19022727,21581693,1
208902,16.70089091,21817819,2
208903,19.01096364,20703109,3
208904,25.90852727,17374738,4
208905,26.86200909,16914642,5
208906,30.95140909,14941330,6
208907,31.58132727,14637367,7
208908,30.98805455,14923647,8
208909,28.59538182,16078215,9
208910,24.72966364,17943590,10
208911,22.79001818,18879552,11
208912,18.12849091,21128940,12
209001,16.67130909,21832093,1
209002,16.49435455,21917481,2
209003,21.22605455,19634232,3
209004,24.77595455,17921253,4
209005,28.07263636,16330462,5
209006,30.18065455,15313252,6
209007,31.31029091,14768154,7
209008,31.93569091,14466372,8
209009,29.51663636,15633670,9
209010,27.28776364,16709197,10
209011,20.63047273,19921626,11
209012,17.73803636,21317351,12
209101,17.03524545,21656478,1
209102,14.94953636,22662923,2
209103,18.51085455,20944433,3
209104,23.23698182,18663873,4
209105,25.1284,17751183,5
209106,28.79025455,15984180,6
209107,31.39274545,14728366,7
209108,31.90366364,14481826,8
209109,30.23773636,15285708,9
209110,26.96968182,16862685,10
209111,21.50817273,19498098,11
209112,16.78421818,21777610,12
209201,14.46775455,22895403,1
209202,16.39813636,21963911,2
209203,19.45447273,20489097,3
209204,21.24288182,19626112,4
209205,25.49508182,17574243,5
209206,29.97022727,15414792,6
209207,31.904,14481664,7
209208,31.32875455,14759245,8
209209,30.99548182,14920063,9
209210,26.10095455,17281883,10
209211,21.76465455,19374335,11
209212,16.89843636,21722494,12
209301,15.67907273,22310890,1
209302,14.99130909,22642765,2
209303,17.89040909,21243825,3
209304,24.13125455,18232348,4
209305,25.55265455,17546461,5
209306,28.46342727,16141888,6
209307,31.10182727,14868747,7
209308,30.61611818,15103122,8
209309,30.65457273,15084566,9
209310,26.56403636,17058426,10
209311,21.47283636,19515149,11
209312,18.66145455,20871762,12
209401,15.26979091,22508386,1
209402,16.04440909,22134599,2
209403,18.31198182,21040398,3
209404,20.47923636,19994604,4
209405,25.43481818,17603323,5
209406,29.42716364,15676844,6
209407,31.30288182,14771729,7
209408,31.87123636,14497474,8
209409,28.60169091,16075170,9
209410,25.54459091,17550353,10
209411,21.54952727,19478143,11
209412,18.36302727,21015766,12
209501,16.81822727,21761199,1
209502,16.67172727,21831891,2
209503,18.06638182,21158910,3
209504,25.19674545,17718203,4
209505,26.92890909,16882359,5
209506,30.13803636,15333817,6
209507,30.65142727,15086084,7
209508,30.96939091,14932653,8
209509,29.51537273,15634279,9
209510,25.66146364,17493956,10
209511,22.39155455,19071828,11
209512,18.22482727,21082454,12
209601,18.17548182,21106265,1
209602,16.10491818,22105401,2
209603,19.25812727,20583842,3
209604,21.25479091,19620366,4
209605,26.65054545,17016682,5
209606,29.8603,15467837,6
209607,30.09601818,15354093,7
209608,30.48127273,15168191,8
209609,29.63558182,15576273,9
209610,26.3519,17160791,10
209611,21.60717273,19450326,11
209612,16.19469091,22062082,12
209701,15.51525455,22389939,1
209702,16.94497273,21700039,2
209703,18.12246364,21131849,3
209704,24.17115455,18213095,4
209705,27.09935455,16800112,5
209706,29.63504545,15576532,6
209707,31.20105455,14820865,7
209708,32.02406364,14423728,8
209709,28.81178182,15973792,9
209710,24.50365455,18052649,10
209711,22.53519091,19002518,11
209712,18.66057273,20872188,12
209801,15.07738182,22601232,1
209802,16.85919091,21741432,2
209803,19.30674545,20560382,3
209804,23.17089091,18695765,4
209805,26.70309091,16991326,5
209806,30.3333,15239594,6
209807,31.08965455,14874621,7
209808,30.4975,15160361,8
209809,29.67749091,15556050,9
209810,25.0634,17782548,10
209811,23.18363636,18689615,11
209812,18.36867273,21013042,12
209901,16.7592,21789682,1
