time,stno,year,month,PS01,PS02,PS03,PS04,PS05,PS06,PS07,PS08,PS09,PS10,TX01,TX02,TX03,TX04,TX05,TX06,TX07,TX08,TX09,TX10,TX11,TX12,WD01,WD02,WD06,WD07,WD08,WD03,WD04,WD05,PP01,PP02,PP03,PP04,PP05,PP06,PP07,PP08,VP01,VP02,VP03,VP04,VP05,RH01,RH02,RH03,RH04,RH05,EP01,EP02,EP03,EP04,EP05,EP06,CD01,SS01,SS02,GR01,GR02,GR03,DY01,DY02,DY03,DY04,DY05,DY06,DY07,DY08,DY09,DY10,DY11,DY12,DY13,DY14,DY15,DY16,DY17,DY18,DY19,TS01,TS02,TS03,TS04,TS05,TS06,TS07,TS08,TS09,TS10,UV01,UV02,UV03
201512,466920,2015,12,1017.9,1021.5,1026.5,281024,1007.4,100328,1030.2,281024,1011.0,100328,18.9,15.1,-9999,30.5,221401,11.3,171629,21.5,17.0,4.5,11.7,220000,2.9,60,8.1,60.0,191008,15.0,50,191207,75.7,114.6,5.0,100412,15.5,100357,28.5,100000,17.6,26.3,241106,8.1,171651,79,53,171059,97,100317,-9999,-9999,-9999,44.0,2.6,130000,8.5,39.3,12.0,182.96,2.4,221300,0,0,1,0,0,3,11,8,3,0,0,15,0,0,2,13,16,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201601,466920,2016,1,1017.8,1021.5,1033.5,240901,1004.4,171404,1037.3,240901,1008.0,171404,16.2,13.4,-9999,24.5,51215,4.0,240519,18.5,14.2,4.2,11.3,260000,2.1,60,7.7,50.0,311400,15.5,70,311305,256.0,227.3,4.1,60717,13.5,60704,36.5,230000,15.9,27.6,51028,5.3,250354,84,58,250354,100,300849,-9999,-9999,-9999,35.4,2.6,90000,9.1,27.1,8.2,149.47,2.77,261300,2,0,0,0,4,0,20,17,8,4,0,17,0,0,1,7,23,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201602,466920,2016,2,1019.4,1023.1,1028.6,250849,1006.8,131401,1032.3,250849,1010.2,131401,15.5,11.7,-9999,30.5,131338,6.1,80535,19.0,12.8,6.2,15.1,100000,2.2,60,7.5,60.0,211233,15.8,70,291135,78.9,232.9,2.0,20330,4.5,20325,14.0,10000,14.1,25.5,131037,6.7,81235,80,29,81237,100,280758,-9999,-9999,-9999,42.7,3.4,290000,7.8,80.1,24.6,206.73,3.0,281300,0,0,1,0,5,0,17,12,3,0,0,16,0,2,5,4,18,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201603,466920,2016,3,1015.1,1018.7,1025.9,10002,1005.6,81808,1029.6,10002,1009.1,81808,17.5,12.7,-9999,29.4,51346,9.4,280553,21.2,14.7,6.5,14.4,290000,2.0,60,7.3,60.0,11531,15.2,60,11204,285.7,245.4,10.5,190922,15.5,190921,45.0,100000,15.1,22.9,181219,7.8,281059,75,33,291150,100,90632,-9999,-9999,-9999,50.9,5.8,60000,8.0,90.3,24.6,286.97,3.6,281300,0,0,0,0,2,1,19,15,11,3,0,12,4,0,5,9,17,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201604,466920,2016,4,1009.2,1012.7,1018.0,190835,999.5,131315,1021.6,190835,1003.0,131315,24.0,19.3,-9999,33.2,231112,17.1,181623,28.7,21.0,7.7,11.9,200000,1.7,60,7.6,50.0,191151,17.0,310,180447,184.4,112.7,17.0,270229,36.0,270225,56.3,130000,22.6,30.7,250923,14.0,290518,76,44,61230,100,160728,-9999,-9999,-9999,64.3,4.9,290000,8.1,81.9,21.5,366.1,3.6,191300,0,12,13,0,0,21,14,13,5,2,0,5,3,0,5,9,16,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201605,466920,2016,5,1007.5,1011.0,1013.5,132207,1001.1,291526,1017.0,132207,1004.5,291526,27.1,21.3,-9999,37.3,311514,19.0,170047,32.0,24.1,7.9,12.4,60000,2.0,60,7.5,50.0,131507,14.6,50,131438,186.7,87.0,14.4,160610,57.1,160543,68.6,160000,25.6,34.4,100852,13.1,162326,71,47,291127,92,232251,-9999,-9999,-9999,93.3,5.9,290000,7.8,104.0,25.2,465.62,3.72,31200,0,25,22,6,0,28,15,11,6,1,0,5,5,0,5,16,10,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201606,466920,2016,6,1004.6,1008.1,1012.6,292322,997.2,11625,1016.1,292322,1000.5,11625,29.4,23.6,-9999,38.7,11446,24.1,150231,35.0,26.0,9.1,12.2,170000,1.5,160,6.9,120.0,171611,14.5,270,131447,429.8,89.3,17.8,281352,36.3,281335,82.5,170000,29.2,37.6,231325,23.8,80434,72,37,11621,90,300223,-9999,-9999,-9999,117.4,6.6,10000,7.4,125.6,30.7,495.86,3.67,271200,0,30,28,21,0,30,21,17,10,8,0,3,12,0,8,14,8,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201607,466920,2016,7,1003.5,1007.0,1009.0,210809,990.4,90431,1012.5,210809,993.8,90431,30.3,24.0,-9999,38.5,281222,23.9,181521,36.0,26.8,9.2,13.2,180000,2.0,160,8.7,50.0,81311,19.1,50,82205,174.6,55.9,18.5,101233,38.5,101217,43.7,100000,30.0,42.2,101430,23.5,281145,70,36,281146,100,120001,-9999,-9999,-9999,132.8,8.0,50000,5.6,192.7,46.2,601.47,4.05,121200,0,31,31,27,0,31,13,13,8,1,0,1,11,0,15,12,4,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201608,466920,2016,8,1000.5,1004.0,1006.9,32155,996.4,151542,1010.4,32155,999.8,151542,30.1,23.2,-9999,37.8,41310,24.6,310531,35.2,26.8,8.4,11.3,250000,1.9,160,8.2,100.0,11030,19.6,90,11022,141.4,40.4,13.0,71022,25.0,271432,35.5,270000,28.6,39.1,71122,17.7,301508,67,38,301424,93,110724,-9999,-9999,-9999,132.9,6.5,220000,5.7,187.5,46.8,579.39,3.97,141200,0,31,31,20,0,31,14,9,6,1,0,1,3,0,16,13,2,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201609,466920,2016,9,1003.4,1006.9,1013.1,210820,974.3,271357,1016.6,210820,977.7,271357,27.8,23.0,-9999,35.9,161206,23.6,200658,31.7,25.4,6.4,10.9,160000,2.7,60,13.6,50.0,271611,37.7,10,271357,428.5,127.2,15.5,101517,33.0,271323,181.5,270000,28.2,36.1,51410,19.9,11947,76,44,11809,100,271322,-9999,-9999,-9999,65.7,5.5,10000,7.7,90.8,24.8,360.45,3.57,241200,0,30,23,2,0,30,22,16,7,4,2,4,3,0,6,14,10,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201610,466920,2016,10,1008.4,1011.9,1021.0,300908,999.6,210025,1024.6,300908,1003.0,210025,27.0,22.2,-9999,35.4,21224,21.4,300336,30.6,24.9,5.7,9.2,20000,2.9,50,8.3,100.0,201920,20.8,80,201936,137.6,160.6,8.7,60429,12.0,221637,22.0,90000,26.8,34.6,151239,18.6,301804,75,43,21427,92,110151,-9999,-9999,-9999,78.6,5.5,180000,6.8,132.1,37.2,391.0,3.58,31200,0,24,20,1,0,31,16,13,7,0,0,7,1,0,12,11,8,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201611,466920,2016,11,1014.3,1017.8,1021.5,280903,1007.3,51310,1025.1,280903,1010.8,51310,22.6,17.6,-9999,32.5,131403,17.6,240522,25.9,20.4,5.6,11.6,130000,2.8,50,8.1,50.0,251120,18.6,50,12255,111.6,112.3,2.5,210212,9.0,230523,35.1,230000,20.3,27.4,141400,13.3,282029,74,45,71334,92,210537,-9999,-9999,-9999,56.2,5.1,280000,7.6,86.4,26.5,274.58,3.0,61200,0,6,7,0,0,15,11,9,5,1,0,8,0,0,6,13,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201612,466920,2016,12,1016.7,1020.3,1025.9,160851,1009.2,131359,1029.6,160851,1012.7,131359,20.1,14.7,-9999,30.6,211313,12.6,280001,23.1,17.8,5.4,11.7,190000,3.2,50,8.2,50.0,241118,15.4,50,231307,16.5,66.6,1.5,220914,2.5,220830,6.0,100000,17.1,25.6,211344,9.3,160622,71,42,181208,89,220932,-9999,-9999,-9999,61.6,3.7,260000,7.0,84.8,25.9,236.92,2.43,171300,0,1,1,0,0,5,6,4,0,0,0,13,0,2,9,9,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201701,466920,2017,1,1017.4,1021.0,1026.8,220928,1006.8,71439,1030.5,220928,1010.3,71439,18.3,13.5,-9999,27.3,41443,12.2,201519,21.4,16.2,5.2,10.2,270000,3.0,50,8.4,50.0,311248,15.9,40,111553,21.8,74.1,0.7,200203,2.0,140730,8.5,140000,15.8,24.7,71212,8.8,222306,74,49,221214,91,280314,-9999,-9999,-9999,53.3,4.5,260000,7.6,79.2,23.9,246.72,2.66,271300,0,0,0,0,0,3,11,5,0,0,0,13,0,0,8,9,14,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201702,466920,2017,2,1017.9,1021.6,1028.3,140905,1008.9,41454,1032.0,140905,1012.4,41454,17.0,11.0,-9999,27.9,191353,10.4,100330,20.5,14.7,5.8,12.6,160000,2.9,50,8.6,50.0,61548,17.1,50,61547,123.7,86.3,5.2,240201,9.5,221207,44.2,240000,13.5,21.8,221121,7.1,100333,69,37,151402,89,251407,-9999,-9999,-9999,61.3,4.5,60000,7.7,70.0,22.3,249.12,3.0,191300,0,0,0,0,0,0,8,6,4,2,0,9,1,0,7,8,13,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201703,466920,2017,3,1014.0,1017.6,1022.1,262326,1006.5,60126,1025.8,262326,1010.1,60126,18.2,13.5,-9999,29.3,301246,12.0,71903,22.0,15.4,6.5,13.2,310000,2.2,50,7.5,50.0,211548,15.3,50,211229,182.7,156.9,4.2,60135,7.9,60057,32.5,100000,15.7,24.1,181319,8.2,21758,75,42,271222,92,130912,-9999,-9999,-9999,70.3,5.6,50000,8.5,60.8,16.3,270.1,3.6,271300,0,0,0,0,0,0,18,17,7,1,0,14,0,1,3,9,18,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201704,466920,2017,4,1010.1,1013.7,1021.4,20932,998.9,101501,1025.0,20932,1002.3,101501,22.5,15.6,-9999,35.5,101328,11.5,20453,27.0,18.8,8.2,13.1,210000,1.9,50,7.3,50.0,112151,13.9,50,112119,121.5,107.5,6.0,191230,12.5,211913,27.5,210000,18.3,29.5,191023,6.9,21335,66,26,21336,95,271935,-9999,-9999,-9999,78.0,5.8,280000,7.3,105.6,27.9,395.06,3.62,281300,0,8,8,1,0,11,13,10,7,0,0,9,0,0,9,9,12,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201705,466920,2017,5,1007.3,1010.8,1014.1,62222,999.1,311522,1017.7,62222,1002.5,311522,25.6,20.4,-9999,35.0,111136,19.7,271518,29.7,22.8,6.9,11.7,10000,2.5,50,8.6,50.0,71659,14.5,60,71616,135.5,92.9,8.0,151455,24.0,151445,42.0,150000,24.1,32.2,311116,16.1,11745,73,42,11220,93,130306,-9999,-9999,-9999,89.7,5.3,70000,8.5,83.8,20.4,438.1,3.6,31300,0,22,16,1,0,30,16,13,4,2,0,5,3,0,3,16,12,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201706,466920,2017,6,1004.0,1007.5,1008.7,282228,995.8,20143,1012.2,282228,999.2,20143,28.0,22.9,-9999,35.6,281354,22.0,150758,32.4,25.3,7.1,10.4,200000,1.5,160,6.3,250.0,251333,13.6,240,11429,649.7,156.0,20.5,21112,84.0,21112,163.0,20000,28.1,35.2,111131,22.7,201647,75,44,201330,95,190629,-9999,-9999,-9999,75.5,7.5,290000,8.6,83.8,20.5,387.8,3.15,91400,0,25,22,11,0,30,16,14,11,7,0,9,9,0,0,19,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201707,466920,2017,7,1004.4,1007.8,1010.6,180641,975.9,292127,1014.1,180641,979.3,292127,30.3,22.4,-9999,38.0,191204,24.2,31444,35.3,26.8,8.5,10.8,30000,1.8,160,14.3,50.0,292101,41.9,60,292205,206.6,54.6,19.5,31430,30.4,91503,38.2,290000,27.3,36.5,292355,22.2,170544,64,42,201540,100,292354,-9999,-9999,-9999,106.2,7.7,160000,6.8,165.3,38.2,572.92,3.7,161300,0,31,31,20,0,31,12,12,7,2,2,0,10,0,11,16,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201708,466920,2017,8,1003.3,1006.7,1010.3,272130,995.0,220350,1013.8,272130,998.4,220350,31.1,23.4,-9999,38.5,71357,25.4,21526,36.3,27.8,8.5,11.5,270000,2.2,50,7.7,50.0,311422,16.0,70,220852,166.2,19.8,20.5,21452,85.5,21421,101.0,20000,28.8,35.4,191339,24.7,282202,64,42,91309,91,21431,-9999,-9999,-9999,124.4,9.1,140000,6.4,208.3,52.0,467.62,3.34,141300,0,31,31,24,0,31,11,9,3,1,0,0,4,0,12,15,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201709,466920,2017,9,1006.0,1009.5,1012.7,292146,999.9,61354,1016.2,292146,1003.3,61354,29.6,22.1,-9999,38.6,271318,23.2,180517,33.8,26.6,7.1,11.1,270000,2.0,50,7.7,50.0,121420,15.9,50,121530,175.6,77.8,8.4,81420,21.4,81348,52.5,30000,26.8,34.4,40943,17.2,180606,65,35,201131,90,40350,-9999,-9999,-9999,121.2,6.6,180000,6.7,167.3,46.0,440.33,3.04,121300,0,30,25,13,0,30,9,8,6,3,0,4,4,0,13,11,6,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201710,466920,2017,10,1010.2,1013.7,1022.5,300758,999.7,141543,1026.1,300758,1003.2,141543,25.6,20.1,-9999,36.8,11223,18.7,302150,28.6,23.5,5.1,9.9,160000,2.8,50,8.1,50.0,61353,17.9,50,131855,368.6,156.4,12.8,121033,34.7,121025,118.2,120000,24.2,34.6,111531,12.5,300759,73,43,11144,94,160725,-9999,-9999,-9999,69.8,6.3,10000,7.9,101.0,28.2,293.23,2.97,261300,0,17,10,2,0,25,22,14,5,4,0,10,0,0,5,16,10,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201711,466920,2017,11,1013.7,1017.3,1022.8,240856,1004.8,171336,1026.4,240856,1008.3,171336,22.5,18.1,-9999,32.4,71323,16.2,230504,25.2,20.3,4.9,8.8,280000,2.8,50,7.0,50.0,51254,14.2,50,271106,120.9,126.2,3.5,30038,11.5,130335,29.5,130000,20.9,27.9,291039,13.5,240759,77,54,101242,91,250928,-9999,-9999,-9999,58.5,5.2,280000,8.6,55.6,17.1,193.87,2.47,21200,0,8,6,0,0,17,19,15,5,0,0,13,0,0,3,8,19,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201712,466920,2017,12,1017.9,1021.5,1027.1,200859,1009.7,231356,1030.8,200859,1013.2,231356,17.8,13.0,-9999,26.4,231318,12.7,100441,20.1,16.1,4.0,9.7,100000,3.1,50,8.0,50.0,211225,15.9,60,211204,66.9,176.0,1.1,20636,3.9,71240,22.1,70000,15.2,21.3,30839,9.5,250452,74,46,231152,95,310552,-9999,-9999,-9999,45.4,4.0,220000,8.3,56.4,17.3,179.95,2.4,231200,0,0,0,0,0,0,18,13,2,0,0,16,0,0,3,11,17,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201801,466920,2018,1,1015.8,1019.4,1027.9,120959,1008.0,81425,1031.6,120959,1011.6,81425,16.9,12.9,-9999,26.6,161347,8.6,120401,19.8,14.6,5.2,12.1,160000,3.0,50,7.8,50.0,251407,15.5,50,261401,255.8,189.0,5.0,80943,12.6,80926,76.1,80000,15.3,23.4,81407,6.4,101615,79,40,101532,99,81254,-9999,-9999,-9999,56.4,4.1,100000,7.7,78.6,23.7,233.71,2.45,271300,0,0,0,0,3,0,13,12,7,2,0,11,0,0,6,12,13,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201802,466920,2018,2,1017.0,1020.6,1025.9,120930,1009.2,281535,1029.6,120930,1012.7,191551,15.6,11.6,-9999,29.5,151300,7.6,50507,18.5,13.4,5.1,14.8,150000,2.0,50,8.3,40.0,171503,15.7,40,171228,163.6,200.3,3.1,281344,10.6,281324,28.0,40000,14.0,20.6,281240,7.4,60956,79,33,151306,100,40604,-9999,-9999,-9999,42.2,4.3,150000,8.5,54.5,17.2,165.94,2.46,271300,2,0,0,0,4,0,15,13,6,0,0,16,0,0,5,4,19,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201803,466920,2018,3,1013.2,1016.7,1022.0,90923,1005.1,191523,1025.7,90923,1008.6,191523,20.6,14.4,-9999,30.7,291323,11.0,100527,25.6,16.9,8.7,15.9,230000,2.3,50,7.0,70.0,11441,13.9,40,301537,37.3,52.2,1.3,200920,5.0,80333,25.3,80000,16.9,28.6,51118,8.3,91138,69,26,231321,100,10529,-9999,-9999,-9999,103.9,8.3,310000,6.2,161.1,43.3,414.96,3.0,291200,0,1,2,0,0,5,10,5,1,0,0,3,0,0,12,11,8,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201804,466920,2018,4,1011.0,1014.5,1023.2,70955,1003.4,231645,1026.9,70955,1006.9,231645,23.5,16.6,-9999,34.3,231211,13.6,70704,28.7,20.1,8.6,13.8,90000,2.2,50,7.6,50.0,161025,15.0,50,161105,59.6,52.1,4.5,121724,12.7,121719,17.1,120000,19.3,32.4,121247,8.3,71748,66,34,101234,96,121204,-9999,-9999,-9999,101.2,6.7,100000,7.5,115.8,30.6,393.13,3.0,91200,0,13,16,0,0,17,9,7,3,0,0,2,3,0,9,9,12,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201805,466920,2018,5,1007.4,1010.8,1016.1,100834,1001.8,181559,1019.7,100834,1005.2,181559,28.2,20.7,-9999,38.2,271117,20.0,31338,33.7,24.8,8.9,12.1,270000,2.0,190,7.5,80.0,231306,14.4,80,231358,42.0,10.3,11.9,80218,19.4,80218,32.1,80000,24.7,33.2,301057,15.5,40327,64,36,271127,88,80528,-9999,-9999,-9999,136.0,6.9,270000,7.2,137.3,33.2,474.16,3.23,101200,0,27,26,14,0,31,4,4,1,1,0,1,2,0,8,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201806,466920,2018,6,1002.5,1005.9,1010.2,12148,994.0,140327,1013.7,12148,997.5,140327,28.5,22.0,-9999,37.8,281326,22.2,12101,33.3,25.6,7.7,11.7,50000,2.4,80,7.6,80.0,11458,14.3,80,11507,119.8,62.8,18.2,301410,32.0,301350,32.0,300000,26.6,39.6,61640,17.2,121424,69,36,121415,100,61632,-9999,-9999,-9999,114.5,7.0,120000,8.1,105.7,25.9,429.92,3.28,261200,0,29,26,10,0,30,13,12,4,2,0,3,9,0,3,16,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201807,466920,2018,7,1000.8,1004.3,1005.8,90816,984.8,110246,1009.2,90816,988.2,110246,30.3,22.7,-9999,38.5,61334,24.9,110450,34.9,27.4,7.6,11.6,60000,2.5,80,8.9,310.0,102353,20.9,310,102339,190.3,39.4,15.0,210718,20.0,210652,71.6,110000,27.7,42.9,111239,20.8,91620,65,39,61333,100,111036,-9999,-9999,-9999,146.4,8.6,60000,6.4,186.1,44.6,547.94,3.26,181300,0,31,31,13,0,31,8,8,5,3,0,2,3,0,11,16,4,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,-9999
201808,466920,2018,8,999.2,1002.7,1009.7,310657,990.6,231538,1013.2,310657,994.0,231538,29.5,23.3,-9999,37.2,21344,24.3,310100,34.3,26.7,7.6,10.9,30000,1.7,80,8.0,90.0,31509,13.8,60,31508,186.8,53.4,12.5,171625,35.0,171605,35.0,170000,28.7,36.9,121259,24.1,71801,70,42,21316,91,121237,-9999,-9999,-9999,111.9,9.5,70000,7.6,128.0,31.7,417.23,3.24,71200,0,31,31,14,0,31,19,19,7,1,0,0,9,0,7,16,8,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.97,11.72,81300
201809,466920,2018,9,1005.8,1009.2,1011.7,180803,998.3,41456,1015.2,180803,1001.7,41432,28.2,22.0,-9999,37.8,171318,20.4,300445,32.4,25.4,7.0,10.9,30000,2.3,80,8.5,80.0,151750,19.7,80,151744,321.9,127.7,21.0,81739,96.5,81735,144.5,80000,26.6,35.4,61611,16.3,301628,70,41,171321,100,90207,-9999,-9999,-9999,104.1,7.2,190000,7.2,148.1,40.4,396.83,3.01,141200,0,25,24,6,0,30,18,14,7,3,0,5,5,0,8,13,9,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.02,10.81,131200
201810,466920,2018,10,1012.6,1016.2,1018.8,200910,1004.4,51342,1022.4,200910,1007.8,51342,23.3,17.6,-9999,31.2,11203,16.1,290441,26.4,21.0,5.3,10.3,290000,2.7,90,8.8,90.0,301300,16.9,90,301020,125.1,142.5,6.9,101757,10.5,101757,31.3,170000,20.4,29.1,91011,11.4,291555,71,30,11150,92,110305,-9999,-9999,-9999,77.3,6.4,20000,7.3,103.8,29.4,290.66,3.0,11200,0,5,4,0,0,25,19,16,3,1,0,9,-9999,2,7,8,14,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.83,7.8,11200
201811,466920,2018,11,1014.5,1018.0,1020.9,290943,1008.5,121435,1024.5,290943,1012.0,121435,22.7,17.6,-9999,30.8,71219,16.8,230400,25.6,20.7,4.9,8.5,110000,2.8,80,7.6,90.0,141318,14.6,80,141100,64.4,116.0,1.5,230742,3.7,21651,15.6,20000,20.3,28.4,51026,14.0,251416,74,40,251234,91,190536,-9999,-9999,-9999,57.0,4.3,290000,7.5,91.0,28.0,248.54,2.4,301200,0,3,3,0,0,20,13,11,3,0,0,8,-9999,0,7,10,13,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.02,6.34,151200
201812,466920,2018,12,1017.3,1020.9,1028.1,290807,1008.4,261256,1031.8,290807,1011.9,251439,19.5,14.6,-9999,30.5,21327,12.3,180233,22.6,17.0,5.6,12.4,200000,3.0,80,7.7,80.0,151138,14.9,80,291453,54.4,165.7,2.0,230951,5.5,231730,20.0,230000,16.9,24.6,61117,9.2,171700,75,33,31225,93,310556,-9999,-9999,-9999,47.1,4.8,10000,7.2,91.1,27.8,218.47,2.4,181200,0,0,3,0,0,3,16,10,2,0,0,16,-9999,3,5,7,16,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.44,5.9,151200
201901,466920,2019,1,1018.5,1022.1,1026.2,10902,1012.5,111457,1029.9,10902,1016.0,111457,18.5,13.8,-9999,28.6,41139,11.9,230113,21.6,16.3,5.3,12.8,310000,2.9,80,8.1,80.0,311756,15.2,70,312119,45.0,108.1,1.5,160833,2.8,160812,14.0,160000,16.0,25.5,41038,9.0,261748,74,43,301212,94,60031,-9999,-9999,-9999,56.3,3.4,290000,7.7,78.0,23.3,225.44,2.41,241300,0,0,0,0,0,2,10,9,1,0,0,12,-9999,0,7,9,15,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.95,6.57,291200
201902,466920,2019,2,1016.0,1019.6,1024.0,110850,1008.1,61446,1027.7,110850,1011.6,61446,18.8,14.9,-9999,31.3,71347,13.7,230544,22.4,16.5,5.8,14.1,70000,2.7,90,7.8,70.0,261647,14.2,60,261642,64.1,62.3,1.2,240022,5.6,241338,53.4,240000,17.0,24.6,181231,11.7,10152,79,28,71354,96,250524,-9999,-9999,-9999,54.7,5.3,20000,8.2,55.5,17.8,216.08,2.45,121300,0,0,1,0,0,0,9,5,1,1,0,13,-9999,0,5,7,16,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.45,8.22,121300
201903,466920,2019,3,1012.9,1016.5,1021.0,150911,1003.7,281657,1024.6,150911,1007.2,281541,19.8,15.0,-9999,32.9,281331,12.1,72035,23.5,17.0,6.6,14.1,120000,2.6,80,8.5,80.0,41710,15.9,100,311150,184.2,163.1,4.0,292231,13.0,292216,43.5,90000,17.4,27.2,211428,8.7,151425,75,34,121305,100,100821,-9999,-9999,-9999,68.6,4.8,280000,8.0,76.3,20.6,267.69,3.0,261200,0,3,3,0,0,3,16,13,7,1,0,10,-9999,2,4,8,17,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.94,9.28,261200
201904,466920,2019,4,1009.1,1012.6,1020.8,11022,1001.1,301441,1024.5,11022,1004.5,301441,24.2,19.6,-9999,35.9,251320,15.2,10558,29.0,21.1,7.9,13.7,100000,2.1,80,8.2,80.0,101701,14.3,70,271216,115.1,72.2,8.5,210434,18.5,210351,33.0,210000,23.1,33.0,222251,13.5,11954,76,34,251516,100,210249,-9999,-9999,-9999,82.0,6.2,240000,7.6,105.0,27.5,340.22,3.04,251200,0,14,14,2,0,18,13,10,3,1,0,6,-9999,0,6,12,12,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.93,10.09,251200
201905,466920,2019,5,1006.9,1010.4,1013.8,30941,999.2,171654,1017.4,30941,1002.6,171654,25.0,20.3,-9999,35.1,191331,17.9,70614,28.5,22.5,6.0,9.7,300000,2.5,80,7.3,80.0,111321,12.7,60,31617,335.8,132.4,21.5,271318,40.0,200957,77.4,200000,24.2,37.1,181056,11.0,211346,77,33,211332,100,201032,-9999,-9999,-9999,86.8,6.7,250000,8.5,80.3,19.4,330.76,3.04,241200,0,15,13,1,0,26,17,13,8,5,0,12,3,0,5,9,17,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.46,10.69,301200
